english,name,duration,release_date,director,scenarists,actors,type,ratings,brief_into,movie_id
1,All That Jazz,2h 3min,20 December 1979 (USA),['Bob Fosse'],"['Robert Alan Aurthur', 'Bob Fosse', 'Columbia Pictures Corporation', 'Twentieth Century Fox Film Corporation']","['Roy Scheider', 'Jessica Lange', 'Leland Palmer']","['Comedy', 'Drama', 'Music']",['7.8'],"Choreographing and picking dancers for his current show whilst editing his feature film about a stand-up comedian is getting to Joe Gideon. Without the chemical substances, he would not have the energy to keep up with his girlfriend, his ex-wife, and his special dancing daughter. They attempt to bring him back from the brink, but it's too late for his exhausted body and stress-ravaged heart. He chain-smokes, uses drugs, sleeps with his dancers and overworks himself into open-heart surgery. Scenes from his past life start to encroach on the present and he becomes increasingly aware of his mortality.",117
1,Sand Castle,1h 53min,21 April 2017 (USA),,"['Chris Roessner', 'Mark Gordon Company, The', 'Treehouse Pictures', 'International Traders']","['Nicholas Hoult', 'Logan Marshall-Green', 'Henry Cavill']","['Drama', 'War']",['6.4'],"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",118
1,Fast & Furious 6,2h 10min,24 May 2013 (USA),,"['Chris Morgan', 'Gary Scott Thompson', 'Universal Pictures', 'Relativity Media', 'Original Film']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']","['Action', 'Crime', 'Thriller']",['7.1'],"Since Dom (Diesel) and Brian's (Walker) Rio heist toppled a kingpin's empire and left their crew with $100 million, our heroes have scattered across the globe. But their inability to return home and living forever on the lam have left their lives incomplete. Meanwhile, Hobbs (Johnson) has been tracking an organization of lethally skilled mercenary drivers across 12 countries, whose mastermind (Evans) is aided by a ruthless second-in-command revealed to be the love Dom thought was dead, Letty (Rodriguez). The only way to stop the criminal outfit is to outmatch them at street level, so Hobbs asks Dom to assemble his elite team in London. Payment? Full pardons for all of them so they can return home and make their families whole again.",120
1,The Secret Life of Walter Mitty,1h 54min,25 December 2013 (USA),,"['Steve Conrad', 'Steve Conrad', 'Twentieth Century Fox Film Corporation', 'TSG Entertainment', 'Samuel Goldwyn Films']","['Ben Stiller', 'Kristen Wiig', 'Jon Daly']","['Adventure', 'Comedy', 'Drama']",['7.3'],"The manager of the negative assets sector of Life magazine, Walter Mitty, has been working for sixteen years for the magazine and has a tedious life, not going anywhere but from his home to his job and vice-versa. He is an escapist, daydreaming into a world of fantasy many times a day. Walter has a crush on the recently hired Cheryl Melhoff but he is too shy to invite her on a date and he is trying to contact her via online dating. The magazine is preparing to release its last printed edition and the loathsome manager of transition Ted Hendricks is preparing an inevitable downsizing over the next few days. Walter has been the liaison between the magazine and the mysterious independent photographer Sean O'Connell who has sent to him a package of negatives and a wallet as a gift for his work. Sean also suggests to the senior management the use of negative 25 for the cover of the last edition. However, Walter cannot find the negative that is missing. Walter has no means to contact Sean ...",122
1,He's Just Not That Into You,2h 9min,6 February 2009 (USA),['Ken Kwapis'],"['Abby Kohn', 'Marc Silverstein', 'New Line Cinema', 'Flower Films (II)', 'Internationale Filmproduktion Blackswan']","['Jennifer Aniston', 'Jennifer Connelly', 'Morgan Lily']","['Comedy', 'Drama', 'Romance']",['6.4'],"The needy Gigi Haim is a young woman seeking her prince charming somewhere amongst her unsuccessful dates. After dating estate agent Conor Barry, Gigi anxiously expects to receive a phone call from him. However Conor never calls her. Gigi decides to go to the bar where he frequents to see him, but she meets his friend Alex who works there. They become friends and Alex helps Gigi to interpret the subtle signs given out by her dates.",124
1,The Space Between Us,2h,3 February 2017 (USA),,"['Allan Loeb', 'Stewart Schill', 'Los Angeles Media Fund (LAMF)', 'STX Entertainment', 'Southpaw Entertainment (I)']","['Gary Oldman', 'Asa Butterfield', 'Carla Gugino']","['Adventure', 'Drama', 'Romance']",['6.4'],"In this interplanetary adventure, a space shuttle embarks on the first mission to colonize Mars, only to discover after takeoff that one of the astronauts is pregnant. Shortly after landing, she dies from complications while giving birth to the first human born on the red planet - never revealing who the father is. Thus begins the extraordinary life of Gardner Elliot - an inquisitive, highly intelligent boy who reaches the age of 16 having only met 14 people in his very unconventional upbringing. While searching for clues about his father, and the home planet he's never known, Gardner begins an online friendship with a street smart girl in Colorado named Tulsa. When he finally gets a chance to go to Earth, he's eager to experience all of the wonders he could only read about on Mars - from the most simple to the extraordinary. But once his explorations begin, scientists discover that Gardner's organs can't withstand Earth's atmosphere. Eager to find his father, Gardner escapes the team...",128
1,Rings,1h 42min,3 February 2017 (USA),,"['David Loucka', 'Jacob Estes', 'Macari/Edelstein', 'Parkes+MacDonald Image Nation', 'Vertigo Entertainment']","['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki']","['Drama', 'Horror']",['4.5'],"Julia becomes worried about her boyfriend, Holt, when he explores the dark urban legend of a mysterious video said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",129
1,Orphan,2h 3min,24 July 2009 (USA),,"['David Leslie Johnson', 'Alex Mace', 'Dark Castle Entertainment', 'Appian Way', 'Studio Babelsberg Motion Pictures']","['Vera Farmiga', 'Peter Sarsgaard', 'Isabelle Fuhrman']","['Horror', 'Mystery', 'Thriller']",['7.0'],"Kate and John Coleman are rebuilding their troubled marriage after the loss of their baby. The couple decide to adopt a child. When they meet the nine-year-old Russian girl, Esther, at the St. Marina Orphanage, they immediately fall in love with the well-educated orphan. Their young son, Daniel, is hostile to his new sister; but their deaf mute daughter, Max, is enchanted with her - at first. Eventually, Kate begins to feel that Esther is manipulative and possibly even psychologically disturbed. John refuses to listen to his wife's misgivings. Kate calls Sister Abigail at the orphanage, and the nun informs her that Esther has a troubled and mysterious history. Kate delves further into Esther's past and discovers she is not what she claims to be.",131
1,The Discovery,1h 42min,31 March 2017 (USA),,"['Justin Lader', 'Charlie McDowell', 'Endgame Entertainment', 'Hurwitz Creative', 'Netflix']","['Robert Redford', 'Mary Steenburgen', 'Brian McCarthy']","['Drama', 'Mystery', 'Romance']",['6.3'],"Writer-director Charlie McDowell returns to Sundance this year with a thriller about a scientist (played by Robert Redford) who uncovers scientific proof that there is indeed an afterlife. His son is portrayed by Jason Segel, who's not too sure about his father's ""discovery"", and Rooney Mara plays a mystery woman who has her own reasons for wanting to find out more about the afterlife.",133
1,The Fast and the Furious: Tokyo Drift,1h 44min,16 June 2006 (USA),['Justin Lin'],"['Chris Morgan', 'Universal Pictures', 'Relativity Media', 'Original Film']","['Lucas Black', 'Zachery Ty Bryan', 'Shad Moss']","['Action', 'Crime', 'Thriller']",['6.0'],"An American teenager named Sean Boswell is a loner in school, however he challenges his rival for an illegal street racing, and he totals his car in the end of the race. To avoid time in prison he is sent to Tokyo to live with his father who is in the military. As soon as he arrives he discovers a new, fun but dangerous way of street racing in the underworld of the streets of Tokyo, Japan.",135
1,A Perfect World,2h 18min,24 November 1993 (USA),['Clint Eastwood'],"['John Lee Hancock', 'Warner Bros.', 'Malpaso Productions']","['Kevin Costner', 'Clint Eastwood', 'Laura Dern']","['Crime', 'Drama', 'Thriller']",['7.5'],"After escaping from a Huntsville prison, convict Butch Haynes and his partner Terry Pugh kidnap a young boy, Philip Perry, and flee across Texas. As they travel together, Butch and Philip discover common bonds and suffer the abuses of the outside ""Perfect World."" In pursuit is Texas Ranger ""Red"" Garnett and criminologist Sally Gerber.",137
1,Prometheus,2h 4min,8 June 2012 (USA),,"['Jon Spaihts', 'Damon Lindelof', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Scott Free Productions']","['Noomi Rapace', 'Logan Marshall-Green', 'Michael Fassbender']","['Adventure', 'Mystery', 'Sci-Fi']",['7.0'],"This film is set in 2093 and takes place in the same universe as the 'Alien' movies. A group of explorers, including some archaeologists, are on an ""undisclosed"" mission. They arrive at a moon trillions of miles away from Earth. The team spot what they believe to be signs of civilization. They go to investigate and find more than just signs, they find conclusive evidence. But some of them have an ulterior motive for being there, including the Weyland Corporation. They believe that this is where the human race actually came from. Things soon turn from excitement to survival once inside their discovery.",139
1,Requiem for a Dream,1h 42min,15 December 2000 (USA),['Darren Aronofsky'],"['Hubert Selby Jr.', 'Hubert Selby Jr.', 'Artisan Entertainment', 'Thousand Words', 'Sibling Productions']","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly']",['Drama'],['8.4'],"Sara Goldfarb (Ellen Burstyn) is a retired widow, living in a small apartment. She spends most of her time watching TV, especially a particular self-help show. She has delusions of rising above her current dull existence by being a guest on that show. Her son, Harry (Jared Leto) is a junkie but along with his friend Tyrone (Marlon Wayans) has visions of making it big by becoming a drug dealer. Harry's girlfriend Marion (Jennifer Connelly) could be fashion designer or artist but is swept along in Harry's drug-centric world. Meanwhile Sara has developed an addiction of her own. She desperately wants to lose weight and so goes on a crash course involving popping pills, pills which turn out to be very addictive and harmful to her mental state.",140
1,Boyhood,2h 45min,15 August 2014 (USA),,"['Richard Linklater', 'IFC Productions', 'Detour Filmproduction']","['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke']",['Drama'],['7.9'],"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting.",141
1,X-Men Origins: Wolverine,1h 47min,1 May 2009 (USA),['Gavin Hood'],"['David Benioff', 'Skip Woods', 'Twentieth Century Fox Film Corporation', 'Marvel Enterprises', 'Dune Entertainment']","['Hugh Jackman', 'Liev Schreiber', 'Ryan Reynolds']","['Action', 'Adventure', 'Sci-Fi']",['6.7'],"Two mutant brothers, Logan and Victor, born 200 years ago, suffer childhood trauma and have only each other to depend on. Basically, they're fighters and killers, living from war to war through U.S. history. In modern times, a U.S. colonel, Stryker, recruits them and other mutants as commandos. Logan quits and becomes a logger, falling in love with a local teacher. When Logan refuses to rejoin Stryker's crew, the colonel sends the murderous Victor. Logan now wants revenge.",144
1,House of Cards,51min,TV Series (2013– ),,"['Beau Willimon', 'Media Rights Capital (MRC)', 'Panic Pictures (II)', 'Trigger Street Productions']","['Kevin Spacey', 'Michel Gill', 'Robin Wright']",['Drama'],['9.0'],"Majority House Whip Francis Underwood takes you on a long journey as he exacts his vengeance on those he feels wronged him - that is, his own cabinet members including the President of the United States himself. Dashing, cunning, methodical and vicious, Frank Underwood along with his equally manipulative yet ambiguous wife, Claire take Washington by storm through climbing the hierarchical ladder to power in this Americanized recreation of the BBC series of the same name.",146
1,Spectral,1h 47min,9 December 2016 (USA),,"['Ian Fried', 'Nic Mathieu', 'Legendary Entertainment', 'Mid Atlantic Films', 'Netflix']","['James Badge Dale', 'Emily Mortimer', 'Bruce Greenwood']","['Action', 'Mystery', 'Sci-Fi']",['6.3'],Civil Unrest in the European country of Moldova has US forces engaging the insurgents however there is a new threat who has decided both are their enemy. This new threat resides in an alternative spectrum that makes them invisible to the naked eye and instant death to anyone confronting them. Locals believe they are Spirits of War but others believe they are superior arms technology fabricated by the Moldova government..,149
1,Gravity,1h 31min,4 October 2013 (USA),,"['Alfonso Cuarón', 'Jonás Cuarón', 'Warner Bros.', 'Esperanto Filmoj', 'Heyday Films']","['Sandra Bullock', 'George Clooney', 'Ed Harris']","['Drama', 'Sci-Fi', 'Thriller']",['7.8'],"Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalski (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness.",154
1,Annie Hall,1h 33min,20 April 1977 (USA),['Woody Allen'],"['Woody Allen', 'Marshall Brickman', 'Rollins-Joffe Productions']","['Woody Allen', 'Diane Keaton', 'Tony Roberts']","['Comedy', 'Romance']",['8.1'],"Alvy Singer, a forty year old twice divorced, neurotic, intellectual Jewish New York stand-up comic, reflects on the demise of his latest relationship, to Annie Hall, an insecure, flighty, Midwestern WASP aspiring nightclub singer. Unlike his previous relationships, Alvy believed he may have worked out all the issues in his life through fifteen years of therapy to make this relationship with Annie last, among those issues being not wanting to date any woman that would want to date him, and thus subconsciously pushing those women away. Alvy not only reviews the many ups and many downs of their relationship, but also reviews the many facets of his makeup that led to him starting to date Annie. Those facets include growing up next to Coney Island in Brooklyn, being attracted to the opposite sex for as long as he can remember, and enduring years of Jewish guilt with his constantly arguing parents.",156
1,Pirates of the Caribbean: At World's End,2h 49min,25 May 2007 (USA),['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio', 'Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']","['Action', 'Adventure', 'Fantasy']",['7.1'],"After Elizabeth, Will, and Captain Barbossa rescue Captain Jack Sparrow from the the land of the dead, they must face their foes, Davy Jones and Lord Cutler Beckett. Beckett, now with control of Jones' heart, forms a dark alliance with him in order to rule the seas and wipe out the last of the Pirates. Now, Jack, Barbossa, Will, Elizabeth, Tia Dalma, and crew must call the Pirate Lords from the four corners of the globe, including the infamous Sao Feng, to gathering. The Pirate Lords want to release the goddess Calypso, Davy Jones's damned lover, from the trap they sent her to out of fear, in which the Pirate Lords must combine the 9 pieces that bound her by ritual to undo it and release her in hopes that she will help them fight. With this, all pirates will stand together and will make their final stand for freedom against Beckett, Jones, Norrington, the Flying Dutchman, and the entire East India Trading Company.",159
1,Interview with the Vampire: The Vampire Chronicles,2h 3min,11 November 1994 (USA),['Neil Jordan'],"['Anne Rice', 'Anne Rice', 'Geffen Pictures']","['Brad Pitt', 'Tom Cruise', 'Antonio Banderas']","['Drama', 'Fantasy', 'Horror']",['7.6'],"It hasn't even been a year since a plantation owner named Louis lost his wife in childbirth. Both his wife and the infant died, and now he has lost his will to live. A vampire named Lestat takes a liking to Louis and offers him the chance to become a creature of the night: a vampire. Louis accepts, and Lestat drains Louis' mortal blood and then replaces it with his own, turning Louis into a vampire. Louis must learn from Lestat the ways of the vampire.",161
1,The Perks of Being a Wallflower,1h 42min,12 October 2012 (USA),,"['Stephen Chbosky', 'Stephen Chbosky', 'Summit Entertainment', 'Mr. Mudd']","['Logan Lerman', 'Emma Watson', 'Ezra Miller']","['Drama', 'Romance']",['8.0'],"Based on the novel written by Stephen Chbosky, this is about 15-year-old Charlie (Logan Lerman), an endearing and naive outsider, coping with first love (Emma Watson), the suicide of his best friend, and his own mental illness while struggling to find a group of people with whom he belongs. The introvert freshman is taken under the wings of two seniors, Sam and Patrick, who welcome him to the real world.",164
1,The Godfather: Part III,2h 42min,25 December 1990 (USA),['Francis Ford Coppola'],"['Mario Puzo', 'Francis Ford Coppola', 'Paramount Pictures', 'Zoetrope Studios']","['Al Pacino', 'Diane Keaton', 'Andy Garcia']","['Crime', 'Drama']",['7.6'],"In the final instalment of the Godfather Trilogy, an aging Don Michael Corleone seeks to legitimize his crime family's interests and remove himself from the violent underworld but is kept back by the ambitions of the young. While he attempts to link the Corleone's finances with the Vatican, Michael must deal with the machinations of a hungrier gangster seeking to upset the existing Mafioso order and a young protoge's love affair with his daughter.",167
1,The Bucket List,1h 37min,11 January 2008 (USA),['Rob Reiner'],"['Justin Zackham', 'Warner Bros.', 'Zadan / Meron Productions', 'Two Ton Films']","['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes']","['Adventure', 'Comedy', 'Drama']",['7.4'],"Corporate billionaire Edward Cole and working class mechanic Carter Chambers have nothing in common except for their terminal illnesses. While sharing a hospital room together, they decide to leave it and do all the things they have ever wanted to do before they die according to their bucket list. In the process, both of them heal each other, become unlikely friends, and ultimately find joy in life.",168
1,Piper,6min,17 June 2016 (USA),['Alan Barillaro'],"['Alan Barillaro', 'Pixar Animation Studios']",[],"['Animation', 'Short', 'Family']",['8.5'],"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",170
1,Jackie,1h 40min,2 December 2016 (USA),,"['Noah Oppenheim', 'Fox Searchlight Pictures', 'LD Entertainment', 'Wild Bunch']","['Natalie Portman', 'Peter Sarsgaard', 'Greta Gerwig']","['Biography', 'Drama', 'History']",['6.9'],"Jackie is a portrait of one of the most important and tragic moments in American history, seen through the eyes of the iconic First Lady, then Jacqueline Kennedy. Jackie places us in her world during the days immediately following her husband's assassination. Known for her extraordinary dignity and poise, here we see a portrait of the First Lady as she fights to establish her husband's legacy and the world of ""Camelot"" that she created and loved so well.",175
1,Legends of the Fall,2h 13min,13 January 1995 (USA),['Edward Zwick'],"['Susan Shilliday', 'William D. Wittliff', 'TriStar Pictures', 'Bedford Falls Company, The', 'Pangaea']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']","['Drama', 'Romance', 'War']",['7.5'],"In early 20th-century Montana, Col. William Ludlow lives in the wilderness with his sons, Tristan, Alfred and Samuel. Eventually, the unconventional but close-knit family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, Susannah, and their intense rivalry begins to destroy the family.",177
1,Twilight,2h 2min,21 November 2008 (USA),,"['Melissa Rosenberg', 'Stephenie Meyer', 'Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films']","['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']","['Drama', 'Fantasy', 'Romance']",['5.2'],"Bella Swan has always been a little bit different. Never one to run with the crowd, Bella never cared about fitting in with the trendy, plastic girls at her Phoenix, Arizona high school. When her mother remarried and Bella chooses to live with her father in the rainy little town of Forks, Washington, she didn't expect much of anything to change. But things do change when she meets the mysterious and dazzlingly beautiful Edward Cullen. For Edward is nothing like any boy she's ever met. He's nothing like anyone she's ever met, period. He's intelligent and witty, and he seems to see straight into her soul. In no time at all, they are swept up in a passionate and decidedly unorthodox romance - unorthodox because Edward really isn't like the other boys. He can run faster than a mountain lion. He can stop a moving car with his bare hands. Oh, and he hasn't aged since 1918. Like all vampires, he's immortal. That's right - vampire. But he doesn't have fangs - that's just in the movies. And he...",179
1,Million Dollar Baby,2h 12min,28 January 2005 (USA),['Clint Eastwood'],"['Paul Haggis', 'F.X. Toole', 'Warner Bros.', 'Lakeshore Entertainment', 'Malpaso Productions']","['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman']","['Drama', 'Sport']",['8.1'],"Wanting to learn from the best, aspiring boxer Maggie Fitzgerald wants Frankie Dunn to train her. At the outset he flatly refuses saying he has no interest in training a girl. Frankie leads a lonely existence, alienated from his only daughter and having few friends. Maggie's rough around the edges but shows a lot of grit in the ring and he eventually relents. Maggie not only proves to be the boxer he always dreamed of having under his wing but a friend who fills the great void he's had in his life. Maggie's career skyrockets but an accident in the ring leads her to ask Frankie for one last favor.",185
1,Breakfast at Tiffany's,1h 55min,5 October 1961 (USA),,"['Truman Capote', 'George Axelrod', 'Jurow-Shepherd']","['Audrey Hepburn', 'George Peppard', 'Patricia Neal']","['Comedy', 'Drama', 'Romance']",['7.7'],"Holly Golightly is a flighty Manhattan party girl, who expects ""money for the powder room as well as for cab fare"" for her companionship. She has even gotten a lucrative once weekly job to visit notorious convict Sally Tomato in Sing Sing, she needing to report back to Sally's lawyer the weather report that Sally tells her as proof of her visits with him in return for payment. Her aspirations for glamor and wealth are epitomized by the comfort she feels at Tiffany's, the famous high end jewelry retailer where she believes nothing can ever go wrong. Her resolve for this wealth is strengthened, if not changed slightly in focus, upon news from home. Into Holly's walk-up apartment building and thus her life is Paul Varjak, a writer who Holly states reminds her of her brother Fred, who she has not seen in years and who is currently enlisted in the army. The two quickly become friends in their want for something outside of their current lot. Paul's situation is closer to Holly's than he ...",189
1,The General,1h 7min,24 February 1927 (France),"['Clyde Bruckman', 'Buster Keaton']","['Buster Keaton', 'Clyde Bruckman', 'Buster Keaton Productions', 'Joseph M. Schenck Productions']","['Buster Keaton', 'Marion Mack', 'Glen Cavender']","['Action', 'Adventure', 'Comedy']",['8.2'],"Johnnie loves his train (""The General"") and Annabelle Lee. When the Civil War begins he is turned down for service because he's more valuable as an engineer. Annabelle thinks it's because he's a coward. Union spies capture The General with Annabelle on board. Johnnie must rescue both his loves.",190
1,The Boy in the Striped Pajamas,1h 34min,26 November 2008 (USA),['Mark Herman'],"['John Boyne', 'Mark Herman', 'Miramax', 'BBC Films', 'Heyday Films']","['Asa Butterfield', 'David Thewlis', 'Rupert Friend']","['Drama', 'War']",['7.8'],"Young Bruno lives a wealthy lifestyle in prewar Germany along with his mother, elder sister, and SS Commandant father. The family relocates to the countryside where his father is assigned to take command a prison camp. A few days later, Bruno befriends another youth, strangely dressed in striped pajamas, named Shmuel who lives behind an electrified fence. Bruno will soon find out that he is not permitted to befriend his new friend as he is a Jew, and that the neighboring yard is actually a prison camp for Jews awaiting extermination.",192
1,John Wick,1h 41min,24 October 2014 (USA),,"['Derek Kolstad', 'Thunder Road Pictures', '87Eleven', 'MJW Films']","['Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen']","['Action', 'Crime', 'Thriller']",['7.2'],"A man called John Wick is grieving the loss of his beloved wife; Helen that has recently died of an illness. He goes to her funeral and receives the condolences from his old friend Marcus. At home, John receives a special delivery which is the last gift from his wife, an adorable puppy that becomes his pride and joy. One day, John goes to the gas station in his '69 Mustang and the Russian; Iosef Tarasov asks the price he wants for his car. John advises that the car is not for sale and returns home. During the night, Iosef, who is the son of the powerful Russian mobster Viggo, breaks into John's house with other gangsters and beat John, kill his precious dog, and steal his car. Iosef learns that John Wick was the unbeatable hit man who used to work for his father. Known as the guy you hire to kill the Boogy Man, Iosef soon realizes that he messed with the wrong person. Now, John Wick has lost everything he loved and wants the head of Iosef. Viggo decides to protect his son at any cost ...",194
1,Waterloo Bridge,1h 48min,17 May 1940 (USA),['Mervyn LeRoy'],"['S.N. Behrman', 'Hans Rameau', 'Metro-Goldwyn-Mayer (MGM)']","['Vivien Leigh', 'Robert Taylor', 'Lucile Watson']","['Drama', 'Romance', 'War']",['7.8'],"On the eve of World War II, a British officer revisits Waterloo Bridge and recalls the young man he was at the beginning of World War I and the young ballerina he met just before he left for the front. Myra stayed with him past curfew and is thrown out of the corps de ballet. She survives on the streets of London, falling even lower after she hears her true love has been killed in action. But he wasn't killed. Those terrible years were nothing more than a bad dream is Myra's hope after Roy finds her and takes her to his family's country estate.",196
1,Face/Off,2h 18min,27 June 1997 (USA),['John Woo'],"['Mike Werb', 'Michael Colleary', 'Permut Presentations', 'Touchstone Pictures', 'Paramount Pictures']","['John Travolta', 'Nicolas Cage', 'Joan Allen']","['Action', 'Crime', 'Sci-Fi']",['7.3'],"Sean Archer, a very tough, rugged FBI Agent. Who is still grieving for his dead son Michael. Archer believes that his son's killer is his sworn enemy, a very powerful criminal, Castor Troy. One day, Archer has finally cornered Castor, however, their fight has knocked out Troy cold. As Archer finally breathes easy over the capture of his enemy, he finds out that Troy has planted a bomb that will destroy the entire city of Los Angeles and all of its inhabitants. Unfortunately the only other person who knows its location is Castor's brother Pollux, and he refuses to talk. The solution, a special operation doctor that can cut off people's faces, and can place a person's face onto another person. Archer undergoes one of those surgeries to talk to Pollux. However, Castor Troy somehow regains consciousness and now wants revenge on Archer for taking his face. Not only is Troy ruining Archer's mission, but his personal life as well. Archer must stop Troy again. This time, it's personal.",201
1,Sense8,1h,TV Series (2015– ),,"['J. Michael Straczynski', 'Lana Wachowski', 'Lilly Wachowski', 'Anarchos Productions', 'Georgeville Television', 'Javelin Productions']","['Doona Bae', 'Jamie Clayton', 'Tina Desai']","['Drama', 'Mystery', 'Sci-Fi']",['8.4'],"Sense8 tells the story of eight strangers: Will (Smith), Riley (Middleton), Capheus (Ameen), Sun (Bae), Lito (Silvestre), Kala (Desai), Wolfgang (Riemelt), and Nomi (Clayton). Each individual is from a different culture and part of the world. In the aftermath of a tragic death they all experience through what they perceive as dreams or visions, they suddenly find themselves growing mentally and emotionally connected. While trying to figure how and why this connection happened and what it means, a mysterious man named Jonas tries to help the eight. Meanwhile, another stranger called Whispers attempts to hunt them down, using the same sensate power to gain full access to a sensate's mind (thoughts/sight) after looking into their eyes. Each episode reflects the views of the characters interacting with each other while delving deeper into their backgrounds and what sets them apart and brings them together with the others.",203
1,Harry Potter and the Deathly Hallows: Part 2,2h 10min,15 July 2011 (USA),,"['Steve Kloves', 'J.K. Rowling', 'Warner Bros.', 'Heyday Films', 'Moving Picture Company (MPC)']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Adventure', 'Drama', 'Fantasy']",['8.1'],"Harry, Ron, and Hermione continue their quest of finding and destroying the Dark Lord's three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins and life as they know it will never be the same again.",206
1,The Shining,2h 26min,13 June 1980 (USA),['Stanley Kubrick'],"['Stephen King', 'Stanley Kubrick', 'Warner Bros.', 'Hawk Films', 'Peregrine']","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd']","['Drama', 'Horror']",['8.4'],"Signing a contract, Jack Torrance, a normal writer and former teacher agrees to take care of a hotel which has a long, violent past that puts everyone in the hotel in a nervous situation. While Jack slowly gets more violent and angry of his life, his son, Danny, tries to use a special talent, the ""Shining"", to inform the people outside about whatever that is going on in the hotel.",208
1,Silent Hill,2h 5min,21 April 2006 (USA),['Christophe Gans'],"['Roger Avary', 'Silent Hill DCP Inc.', 'Davis-Films', 'Konami']","['Radha Mitchell', 'Laurie Holden', 'Sean Bean']","['Adventure', 'Horror', 'Mystery']",['6.6'],"Sharon Da Silva wakes up every night screaming about ""silent hill"". Pursued by a police officer suspicious of her motives and swerving to avoid another child her adoptive mother crashes the car knocking herself unconscious. When Rose Da Silva awakens to find her adopted child is missing, she searches the fog and ash blanketed town for her beloved daughter.",211
1,Risk Management,1h,Episode aired 19 February 2017,['Reed Morano'],"['Brian Koppelman', 'David Levien']","['Paul Giamatti', 'Damian Lewis', 'Maggie Siff']",['Drama'],['8.5'],Chuck faces scrutiny from the Attorney General; Axe considers options for retaliation; Wendy entertains an offer from a rival manager; Lara intervenes during a school emergency.,214
1,Aliens,2h 17min,18 July 1986 (USA),['James Cameron'],"['James Cameron', 'David Giler', 'Twentieth Century Fox Film Corporation', 'Brandywine Productions', 'SLM Production Group']","['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']","['Action', 'Adventure', 'Sci-Fi']",['8.4'],"Fifty seven years after Ellen Ripley survived her disastrous ordeal, her escape vessel is recovered after drifting across the galaxy as she slept in cryogenic stasis. Back on Earth, nobody believed her story about the ""Aliens"" on the moon LV-426. After the ""Company"" orders the colony on LV-426 to investigate, however, all communication with the colony is lost. The Company enlists Ripley to aid a team of tough, rugged space marines on a rescue mission to the now partially terraformed moon to find out if there are aliens or survivors. As the mission unfolds, Ripley will be forced to come to grips with her worst nightmare, but even as she does, she finds that the worst is yet to come.",217
